,date,ticker,TWEETS
41,2021-10-19,USD,"#OT This is my #NFTs twitter account @WeLikeNFTs. The guys at @ChibiLabs gave me a $NFT to give away. If you wanted to learn &amp; want a free shot, here you go. (Current value $ETH 0.16 #Etherium / $606.61 $USD) Follow the contest rules below and #GoodLuck"
42,2021-10-19,DNA,@CallsNaked It’s going to be great or a flop is consensus I get. I don’t know. I own some $DNA. We will see.
43,2021-10-19,DNA,Hey @CathieDWood buys on $DNA / @Ginkgo not so bad looking now huh?  https://t.co/dmetUljmTZ
44,2021-10-19,GME,So $GME was more buying of a belief it was a #ShortSqueeze than an actual #Squeeze. That’s another reason I don’t chase #shortstories  https://t.co/0ncm2rPlfa
45,2021-10-19,TTCF,$TTCF / @eattattooedchef @SpacLLC
46,2021-10-19,IONQ,Hello $IONQ #Boom
47,2021-10-19,RSI,$RSI
48,2021-10-19,HYPR,Soon to be $HYPR
49,2021-10-19,DM,"Is this the inner thoughts of $DM? @DesktopMetal is future focused and that makes it a hard hold for many investors. I personally have different accounts. I own this in my retirement account. It’s much more of a patient play, and wouldn’t be a good fit in my trading account."
50,2021-10-19,LCID,Congrats on your new ride @gurgavin.   You're picking my ass up at the airport now when I visit #Canada $LCID #lucidmotors
51,2021-10-19,DNA,$DNA / @Ginkgo
52,2021-10-19,QSI,@Mindwalletbody @Quantum_Si @JMRothberg It was sensational night! Thx @4Catalyzer for contacting me.  $QSI / @Quantum_Si  https://t.co/sJPiiSoopV
53,2021-10-19,QSI,"Obviously they were not on the same demo as me this weekend $QSI / @Quantum_Si #protein #sequencing is going to have its day. Where it trades near term, I don’t know."
54,2021-10-18,IONQ,"Buying the crush is not easy if you don’t know why or what you’re doing. When you like something &amp; wait for buying dips, it’s fun not stressful. Buying #FOMO is easy but not always smart. Look at this $IONQ. Great run off lows. @IonQ_Inc #QuantumComputing 🔥#congrats #SpacSquad  https://t.co/f6j4HRweg6"
55,2021-10-18,GSAH,$GSAH
56,2021-10-18,CIFR,FYI $CIFR was a good trade.  I took the profit for now.  I have my buy back bids in if it dips.  Just letting you all know.  https://t.co/G87sgbqOhz
57,2021-10-18,SOFI,$SOFI
58,2021-10-18,BKKT,All you @Bakkt $BKKT coming up on @CNBC is this an $IONQ  all over again? #GroundhogDay  https://t.co/lyvIrChMkR
59,2021-10-18,IONQ,All you @Bakkt $BKKT coming up on @CNBC is this an $IONQ  all over again? #GroundhogDay  https://t.co/lyvIrChMkR
60,2021-10-18,OPAD,Hey @spencerrascoff on @CNBC right now. Don’t say your shorting #SPACs today please ;) $OPAD $OPEN $ZG in discussion
61,2021-10-18,OPEN,Hey @spencerrascoff on @CNBC right now. Don’t say your shorting #SPACs today please ;) $OPAD $OPEN $ZG in discussion
62,2021-10-18,ZG,Hey @spencerrascoff on @CNBC right now. Don’t say your shorting #SPACs today please ;) $OPAD $OPEN $ZG in discussion
63,2021-10-18,TDAC,@cruisebooz @lotterydotcom The #bull on this for a long time  was @super_trades 👊 $TDAC / @lotterydotcom  https://t.co/heFW8Vu0Pt
64,2021-10-18,TDAC,$TDAC / @lotterydotcom
65,2021-10-18,BFLY,"I’m ready for #Monaco. If you can go to this, GO! Truly inspiring and mind blowing.  @JMRothberg &gt; #TonyStark  $BFLY $QSI $HCAQ —&gt; $HYPR"
66,2021-10-18,QSI,"I’m ready for #Monaco. If you can go to this, GO! Truly inspiring and mind blowing.  @JMRothberg &gt; #TonyStark  $BFLY $QSI $HCAQ —&gt; $HYPR"
67,2021-10-18,HCAQ,"I’m ready for #Monaco. If you can go to this, GO! Truly inspiring and mind blowing.  @JMRothberg &gt; #TonyStark  $BFLY $QSI $HCAQ —&gt; $HYPR"
68,2021-10-18,HYPR,"I’m ready for #Monaco. If you can go to this, GO! Truly inspiring and mind blowing.  @JMRothberg &gt; #TonyStark  $BFLY $QSI $HCAQ —&gt; $HYPR"
69,2021-10-18,VIH,Bakkt set to start trading on NYSE next week $VIH  https://t.co/78hLl6aeuA
70,2021-10-18,LCID,"Lucid Air's DreamDrive boasts up to 18 cameras, five radar units and even a lidar unit $LCID  https://t.co/vIAOhKQhma"
71,2021-10-18,PTRA,Thx @spac_prince $PTRA
72,2021-10-17,PSFE,Did you give up on $PSFE / ⁦@PaySAFE⁩ already? Well #DavidTepper hasn’t   https://t.co/ILUPCkdVf1
73,2021-10-17,DM,$DM / ⁦@DesktopMetal⁩ Qualifies Nickel Alloy IN625 for High-Volume Additive Manufacturing With the Production System  https://t.co/kxMsRDYtZs
74,2021-10-17,HYPR,@Stumpjumper88 @Hyperfine @LiminalSciences It’s part of it with @Hyperfine to be $HYPR
75,2021-10-16,RTPY,Aurora's autonomous trucks and taxis will be available to customers via subscription $RTPY  https://t.co/yFgkZG4Dtm
76,2021-10-16,RTPY,Tangible Victory! $RTPY
77,2021-10-15,PTRA,@singla_atul @60seconds16 @SPACtrack @stocktalkweekly @Doc_Steve_Brule There is money in those $PTRA calls
78,2021-10-15,FTCV,#OT hey $FTCV / @eToro @eToroUS @eToroTeam why can’t I buy @solana $SOL?  I can buy $SHIB and $DOGE but no #Solana for me?  Can I get this unlocked in my account? $COIN /  @coinbase allows it. #Help  https://t.co/YfhmHPHAMx
79,2021-10-15,SOL,#OT hey $FTCV / @eToro @eToroUS @eToroTeam why can’t I buy @solana $SOL?  I can buy $SHIB and $DOGE but no #Solana for me?  Can I get this unlocked in my account? $COIN /  @coinbase allows it. #Help  https://t.co/YfhmHPHAMx
80,2021-10-15,SHIB,#OT hey $FTCV / @eToro @eToroUS @eToroTeam why can’t I buy @solana $SOL?  I can buy $SHIB and $DOGE but no #Solana for me?  Can I get this unlocked in my account? $COIN /  @coinbase allows it. #Help  https://t.co/YfhmHPHAMx
81,2021-10-15,DOGE,#OT hey $FTCV / @eToro @eToroUS @eToroTeam why can’t I buy @solana $SOL?  I can buy $SHIB and $DOGE but no #Solana for me?  Can I get this unlocked in my account? $COIN /  @coinbase allows it. #Help  https://t.co/YfhmHPHAMx
82,2021-10-15,COIN,#OT hey $FTCV / @eToro @eToroUS @eToroTeam why can’t I buy @solana $SOL?  I can buy $SHIB and $DOGE but no #Solana for me?  Can I get this unlocked in my account? $COIN /  @coinbase allows it. #Help  https://t.co/YfhmHPHAMx
83,2021-10-15,ABCD,@singla_atul @60seconds16 @SPACtrack @stocktalkweekly @Doc_Steve_Brule When using call spreads I like to post like this. $ABCD DEC $10/$20 #Call spread cost me $0.90. I buy the $10 and sell the $20. It helps on both cost and fighting the theta decay. I also at times leg in. Buy the $10’s and when it trades higher sell the higher strike
84,2021-10-15,DNA,@RosenLab @DavidHallman4 @4Catalyzer @JMRothberg @Hyperfine @LiminalSciences @ButterflyNetInc @Quantum_Si I’ll be up soon. $DNA / @Ginkgo event and I need to make plans with $DM / @DesktopMetal as well. Maybe @BillSPACman and @JonahLupton may have interest too
85,2021-10-15,DM,@RosenLab @DavidHallman4 @4Catalyzer @JMRothberg @Hyperfine @LiminalSciences @ButterflyNetInc @Quantum_Si I’ll be up soon. $DNA / @Ginkgo event and I need to make plans with $DM / @DesktopMetal as well. Maybe @BillSPACman and @JonahLupton may have interest too
86,2021-10-15,IONQ,#boom $IONQ / @IonQ_Inc 🚂 all aboard
87,2021-10-15,LCID,@thehagueT @HangmanTrades @luminartech $LCID said in a presentation long ago they used their own in house #tech on the #lidar. I don’t remember where I read that?  Any one know where this was from?  https://t.co/rS0WlTewvq
88,2021-10-15,DKNG,Horizon Acquisition Corp. Announces PIPE Investment by DraftKings $DKNG  https://t.co/oDvmAfMbAE
89,2021-10-15,DM,5 Best 3D Printing Stocks To Buy. #spoilerAlert $DM / ⁦@DesktopMetal⁩ #5. Read why.   https://t.co/9FLu0Znc8t
90,2021-10-15,LCID,"Lucid lidar, BMW iX preview, Honda avatar bot, peat for batteries: Today's Car News $LCID  https://t.co/4in31o7oaa"
91,2021-10-15,LCID,"Lucid Air's DreamDrive ADAS Suite Has LiDAR, 14 Cameras, And 32 Sensors For Future Proofing $LCID  https://t.co/DyLDWDd1lO"
92,2021-10-15,FSR,The Fisker PEAR Could Be Built Alongside The Lordstown Endurance At Foxconn's Ohio Plant $FSR $RIDE  https://t.co/RxX24I9TSi
93,2021-10-15,RIDE,The Fisker PEAR Could Be Built Alongside The Lordstown Endurance At Foxconn's Ohio Plant $FSR $RIDE  https://t.co/RxX24I9TSi
94,2021-10-15,LCID,Lucid Announces Extension of Redemption Date for its Public Warrants $LCID  https://t.co/Gxz2jGXtMW
95,2021-10-15,HYPR,Why medical imaging is #growth industry? Let @JMRothberg tell you. 9/10 people in the world have “NO” access to medical imaging. @Hyperfine to be $HYPR  https://t.co/XMYk1iHXMb
96,2021-10-15,QSI,Had a $QSI demo &amp; also was checked for #covid #antibodies while we spoke. Shared time with “Ricky” who has a fund in Toronto while we discussed the differences between @Quantum_Si and companieslike @23andMe. Simply both have DNA 🧬 #QuantumSI protein sequencing. Big difference  https://t.co/7QUYDPoqqb
97,2021-10-15,QSI,Ready for $QSI @Quantum_Si ? This one we had a long talk on the UI/UX making this not only accessible a next generation protein sequencing platform. But making its cartridge prep solution usable by unskilled people like me. Usually high tech has high training and usage barriers.  https://t.co/vYNV3GeqbO
98,2021-10-15,BFLY,This is what anyone worldwide can see with an internet connection. #lifechanging #tech #affordable to people who never had this type of medical access. $BFLY #butterflyNetwork 🦋 @4Catalyzer @JMRothberg not my ❤️ mine is a Jarvik7 I should upgrade to a 7+?  https://t.co/7EJxAYsrKK
99,2021-10-15,BFLY,Here is something you don’t see everyday. @JMRothberg has let each of his children in age order (from youngest up) ring the opening bell when his companies go public. They have not all rang a bell yet. $BFLY @ButterflyNetInc  https://t.co/F4PcwofwBU
100,2021-10-15,BFLY,Who wants some $BFLY? @ButterflyNetInc display was another amazing demo. Real doctors in real-time showing the walls of the aorta🫀as well as many other scans of arteries with cloud sharing so anyone can have others look in &amp; help diagnose. @JMRothberg calls it the oldest sister.  https://t.co/GgmBPY6yIh
101,2021-10-15,HCAQ,Here is a different view of the @Hyperfine #MRI with @JMRothberg just hoping I didn’t break it!  Just kidding all was fine $HCAQ -&gt; $HYPR  https://t.co/U6FGoHsZLk
102,2021-10-15,HYPR,Here is a different view of the @Hyperfine #MRI with @JMRothberg just hoping I didn’t break it!  Just kidding all was fine $HCAQ -&gt; $HYPR  https://t.co/U6FGoHsZLk
103,2021-10-15,HACQ,Wow! @JMRothberg @Madonna &amp; The #StatueOfLiberty. What an amazingly collection of technology that makes the world a better place. @Hyperfine 1st portable #MRI machine #ProjectMalawi  https://t.co/OUAeW4otVq $HACQ $HYPR  https://t.co/vaNzCdKZ6l
104,2021-10-15,HYPR,Wow! @JMRothberg @Madonna &amp; The #StatueOfLiberty. What an amazingly collection of technology that makes the world a better place. @Hyperfine 1st portable #MRI machine #ProjectMalawi  https://t.co/OUAeW4otVq $HACQ $HYPR  https://t.co/vaNzCdKZ6l
105,2021-10-14,SV,$SV / Termination
106,2021-10-14,SEAH,$SEAH / @betway
107,2021-10-14,CIFR,Bought a NOV $6/$10 $CIFR call spread. $0.69 lotto ;) thx @ExcaliburTrade for the reminder. #Options #Risky Not Advice. What I did.  https://t.co/m88vSwrdy8
108,2021-10-14,ARVL,$ARVL / @arrival
109,2021-10-14,NKLA,$NKLA
110,2021-10-14,HYLN,$HYLN
111,2021-10-14,LCID,"Lucid details DreamDrive ADAS platform, with 'conditional automated driving in coming years' $LCID  https://t.co/83YE2z1v3d"
112,2021-10-14,LILM,ABB Develops Chargers For Lilium Electric Airplanes $LILM  https://t.co/G3TnUAcvbn
113,2021-10-14,GGPI,"Taking the Measure of the Polestar 1—a Gorgeous, Super-Fast Plug-In Hybrid $GGPI  https://t.co/I0bSbQrOyr"
114,2021-10-14,FSR,"$FSR Fisker Project Pear to be built in Ohio, pending close of Foxconn-Lordstown deal  https://t.co/pNF9tzp3mP"
115,2021-10-14,RTPY,$RTPY Aurora now expects to go public via SPAC and begin trading in November following successful shareholder vote  https://t.co/sT6rr6Hkr5
116,2021-10-14,DNA,"$DNA Ginkgo Bioworks is on the forefront of a revolution, Raymond James says  https://t.co/KSRWKk109y"
117,2021-10-14,PTRA,$PTRA Massachusetts Electric School Bus Helps Power Electricity Grid In Breakthrough For Vehicle-to-Grid Technology ...  https://t.co/pEOejMFaB1
118,2021-10-14,ACEV,$ACEV
119,2021-10-14,IONQ,$IONQ / @IonQ_Inc
120,2021-10-14,CIFR,"I’m seeing a lot of $CIFR in my feed tonight. I’m not on this at all, should I be?  Why?  https://t.co/FgcoOype6u"
121,2021-10-14,CLOV,$CLOV
122,2021-10-14,SEAH,@LeaderSpac @RobEducated @satorimind @spacanpanman @spac_insider I’m in $SEAH as well. @epgrubman / @betway seems kinda easy.
123,2021-10-14,DM,@RobEducated @satorimind @spacanpanman @spac_insider $DM / @DesktopMetal #3Dprinting. $PTRA / @Proterra_Inc #EV busses backlogged customers. $IONQ / @IonQ_Inc #QuantumComputing 1st to market @NiccoloDeMasi deal. All currently under $10 a share. Not advice. 3 conviction plays I own in size (for me) in my retirement account.
124,2021-10-14,PTRA,@RobEducated @satorimind @spacanpanman @spac_insider $DM / @DesktopMetal #3Dprinting. $PTRA / @Proterra_Inc #EV busses backlogged customers. $IONQ / @IonQ_Inc #QuantumComputing 1st to market @NiccoloDeMasi deal. All currently under $10 a share. Not advice. 3 conviction plays I own in size (for me) in my retirement account.
125,2021-10-14,IONQ,@RobEducated @satorimind @spacanpanman @spac_insider $DM / @DesktopMetal #3Dprinting. $PTRA / @Proterra_Inc #EV busses backlogged customers. $IONQ / @IonQ_Inc #QuantumComputing 1st to market @NiccoloDeMasi deal. All currently under $10 a share. Not advice. 3 conviction plays I own in size (for me) in my retirement account.
126,2021-10-14,DM,@thetradingchick I agree $DM is a sleeping giant. Have not followed $HIMS
127,2021-10-14,HIMS,@thetradingchick I agree $DM is a sleeping giant. Have not followed $HIMS
128,2021-10-14,UTZ,Thx @MelStone31 $UTZ #Darkpool @BlackBoxStocks
129,2021-10-14,BFLY,"Tomorrow I will see the incredible world of @JMRothberg &amp; the collection of #Technologies 🧲🦠🦋🧠💊👁️ $BFLY, $QSI, &amp; $HCAQ 🔜 $HYPR @ButterflyNetInc @Quantum_Si @Hyperfine @liminalsciences @Detecttest @HealthTesseract @AITherapeutics  https://t.co/Jnm62Yh6GJ Q: What should I ask?  https://t.co/eGxiLNV1iC"
130,2021-10-14,QSI,"Tomorrow I will see the incredible world of @JMRothberg &amp; the collection of #Technologies 🧲🦠🦋🧠💊👁️ $BFLY, $QSI, &amp; $HCAQ 🔜 $HYPR @ButterflyNetInc @Quantum_Si @Hyperfine @liminalsciences @Detecttest @HealthTesseract @AITherapeutics  https://t.co/Jnm62Yh6GJ Q: What should I ask?  https://t.co/eGxiLNV1iC"
131,2021-10-14,HCAQ,"Tomorrow I will see the incredible world of @JMRothberg &amp; the collection of #Technologies 🧲🦠🦋🧠💊👁️ $BFLY, $QSI, &amp; $HCAQ 🔜 $HYPR @ButterflyNetInc @Quantum_Si @Hyperfine @liminalsciences @Detecttest @HealthTesseract @AITherapeutics  https://t.co/Jnm62Yh6GJ Q: What should I ask?  https://t.co/eGxiLNV1iC"
132,2021-10-14,HYPR,"Tomorrow I will see the incredible world of @JMRothberg &amp; the collection of #Technologies 🧲🦠🦋🧠💊👁️ $BFLY, $QSI, &amp; $HCAQ 🔜 $HYPR @ButterflyNetInc @Quantum_Si @Hyperfine @liminalsciences @Detecttest @HealthTesseract @AITherapeutics  https://t.co/Jnm62Yh6GJ Q: What should I ask?  https://t.co/eGxiLNV1iC"
133,2021-10-14,UTZ,@josh28750463 I sold some $15 $UTZ #PUTS that expire Friday. @BlackBoxStocks crew was discussing #Darkpool trades supporting the price I believe they were saying? @optionsmafia1 @MelStone31 @mchaudhry82 @thuhkang @krystenmarlette can correct me.   I was a bit distracted @UtzSnacks  https://t.co/1yfXshbO0B
134,2021-10-14,RDW,You can always check for yourself :) $RDW  https://t.co/juVRPaDAWD
135,2021-10-14,PTRA,"Give the credit!  Some of you were on this bigtime.   The flex is not #gainporn ot #lamborghinis to me.   You want street cred w/ me?  You post when you nail it &amp; own it when you are wrong. I was too early on $PTRA, $IONQ &amp; hammered on $DM. I like them all for the #Dissruption  https://t.co/nfJmfwzYRB"
136,2021-10-14,IONQ,"Give the credit!  Some of you were on this bigtime.   The flex is not #gainporn ot #lamborghinis to me.   You want street cred w/ me?  You post when you nail it &amp; own it when you are wrong. I was too early on $PTRA, $IONQ &amp; hammered on $DM. I like them all for the #Dissruption  https://t.co/nfJmfwzYRB"
137,2021-10-14,DM,"Give the credit!  Some of you were on this bigtime.   The flex is not #gainporn ot #lamborghinis to me.   You want street cred w/ me?  You post when you nail it &amp; own it when you are wrong. I was too early on $PTRA, $IONQ &amp; hammered on $DM. I like them all for the #Dissruption  https://t.co/nfJmfwzYRB"
138,2021-10-14,RDW,There were many great traders who were beating the table on the $RDW.  If you were one of them please feel free to add your tweet.   I know @HulkCapital @EricTheUmpire @SPACEandEV were a few of them. Who else was on this?  My feed is voluminous so forgive me if I didn't mention U  https://t.co/YOheGXo2fg
139,2021-10-14,IONQ,The $IONQ has had a strong 5 days since I got back! @IonQ_Inc #QuantumComputing #LetsGo  https://t.co/m3GKNOmteE
140,2021-10-14,RDW,Cheap $RDW Lotto  Nov $12.50 / $ $17.50 call spread cost $1.00 News with @NASA for launch.  https://t.co/klrW7N3Utr
141,2021-10-14,RTPY,$RTPY
142,2021-10-14,RDW,$RDW #boom  https://t.co/r8S6OUbQey
143,2021-10-13,RTPY,$RTPY
144,2021-10-13,GENI,$GENI
145,2021-10-13,RSI,$RSI
146,2021-10-13,RBAC,$RBAC
147,2021-10-13,BFI,BurgerFi has big plans for a small-scale Anthony's Coal Fired concept $BFI   https://t.co/uuahinjbu5
148,2021-10-13,ASTR,"Astra completes investigation into August launch failure, aims for next attempt in October $ASTR  https://t.co/XAxsrfMhu1"
149,2021-10-13,SOFI,$SOFI
150,2021-10-13,FSR,$FSR
151,2021-10-13,PTRA,$PTRA
152,2021-10-13,RBAC,$RBAC
153,2021-10-13,OPAD,I’m in a new place. Getting re allocated with the highest conviction plays. I own many underwater warrants that get hopefully get liquidation events. I should have sold on $OPAD run but didn’t. Sell all rally’s for now. #SPAC deals are in the harsh winter still. All will not win.  https://t.co/yhsmhdtyhd
154,2021-10-13,IPOF,$IPOF thoughts?
155,2021-10-13,COIN,@DavidNLefkowitz I am still wondering if I should stop buying $COIN at $475.00 too?  Oh Jimmy???
156,2021-10-12,LCID,"Did you see the $LCID ""#DreamDrive"" video yet? Here you go. #LucidMotors #EV #Reveal  You're Welcome 🤟 #Share #RT  https://t.co/Izp6g9kY1c"
157,2021-10-21,NXTP,$NXTP  https://t.co/uu3FTVmSNN
158,2021-10-21,NXTP,$NXTP  https://t.co/24E85gXNAV
159,2021-10-21,NXTP,$NXTP 🔥  https://t.co/T64ti3b0iI
160,2021-10-20,NXTP,I like this company $NXTP FUCK THE SHORTS  https://t.co/J5eHAtDJLc
161,2021-10-20,PINS,$PINS No brainer trade. I love when we have opportunities like this.
162,2021-10-20,PINS,$PINS I think they will pay more than $70
163,2021-10-20,PINS,$PINS Took some long for a swing. $PYPL deal $70 a share
164,2021-10-20,PYPL,$PINS Took some long for a swing. $PYPL deal $70 a share
165,2021-10-20,NTXP,$NTXP Squeeze them over $3. CEO recently bought also
166,2021-10-20,NXTP,$NXTP Squeeze em
167,2021-10-19,FCEL,$FCEL Let’s close over $9. Too early to be shorting. Amateurs
168,2021-10-19,FCEL,$FCEL I’M A PUMPER  https://t.co/BOyLpqNWA4
169,2021-10-19,FCEL,$FCEL looking for $10 to $15 $CEI $3+
170,2021-10-19,CEI,$FCEL looking for $10 to $15 $CEI $3+
171,2021-10-19,CEI,$CEI I’m back in here for a run back. Nothing changed.
172,2021-10-19,FCEL,$FCEL I’m not in a rush. They can dip it as much as they want so I can load up since this is a bigger float.
173,2021-10-19,FCEL,$FCEL My first PTs are $10 and $15.
174,2021-10-16,DATS,$DATS Let’s get back over $12 next week. It’s FRIDAY
175,2021-10-15,DATS,$DATS We’re not going to let the shorts escape
176,2021-10-15,DATS,$DATS Holding into next week of course. Maybe they’ll give us news
177,2021-10-15,DATS,@Simp0714 $DATS
178,2021-10-15,DATS,$DATS I’ll be posting day trades in here aFTER the update   https://t.co/cMuRmarBQP
